title,description,duration_seconds,release_date,guest,comedian,comedian_sub,comic,comic_sub,phd,phd_sub,actor,actor_sub,writer,writer_sub,author,author_sub,ufc,ufc_sub,musician,musician_sub,artist,artist_sub,founder,founder_sub,youtuber,youtuber_sub,podcast,podcast_sub,ceo,ceo_sub,philanthropist,philanthropist_sub,singer/songwriter,singer/songwriter_sub,screenwriter,screenwriter_sub,scientist,scientist_sub,co-host,co-host_sub,journalist,journalist_sub,entrepreneur,entrepreneur_sub,astrophysicist,astrophysicist_sub,politician,politician_sub,pilot,pilot_sub
#675 - Kirik Jenness & Chris Palmquist,Kirik Jenness & Chris Palmquist run the premiere martial arts website on the internet. http://mixedmartialarts.com,167.49,2015-07-28,Kirik Jenness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#673 - Nick DiPaolo & Adam Lowery,Nick DiPaolo is a writer and stand up comedian. His latest special “Another Senseless Killing” is available now at http://www.nickdipaolo.com. Adam Lowery is a master of mental health and life transition specialist. More information about his work is available at http://www.adamlowery.com,173.95,2015-07-22,Nick DiPaolo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#672 - Dr. Rhonda Patrick,Dr. Rhonda Patrick is a Ph.D in biomedical science and expert on nutritional health. Her podcasts and other videos can be found at FoundMyFitness.com  http://www.youtube.com/user/FoundMyFitness,168.99,2015-07-21,Rhonda Patrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#671 - Brendan Schaub & Bryan Callen,"Brendan Schaub is a mixed martial artist and also a former college & pro football player. Bryan Callen is an actor and stand-up comedian. Together they host ""The Fighter & The Kid"" podcast available on Spotify.",148.58,2015-07-09,Brendan Schaub,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#670 - Michael A. Wood, Jr.","Michael A. Wood, Jr. is a retired Baltimore police officer and veteran of the USMC. He recently made the news for publicly speaking out against police brutality and has become a proponent of a new era of policing.",146.76,2015-07-08,Michael A. Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#669 - Joey Diaz,"Joey “CoCo” Diaz is a Cuban-American stand up comedian and actor. Joey also hosts his own podcast called “The Church of What’s Happening Now”, available on Spotify.",177.21,2015-07-07,Joey Diaz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#668 - Jon Ronson,Jon Ronson is a writer and documentary filmmaker whose works include the best-selling The Men Who Stare at Goats. His latest book So You've Been Publicly Shamed is available to purchase now on Amazon. http://www.jonronson.com/,144.67,2015-07-06,Jon Ronson,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#667 - Kurt Metzger,"Kurt Metzger is a comedian, actor and writer. He also has a podcast called ""Race Wars"" he co-hosts with comedian Sherrod Small available on Spotify.",107.98,2015-07-01,Kurt Metzger,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#666 - Duncan Trussell,"Duncan Trussell is a stand-up comedian, and host of his own podcast “The Duncan Trussell Family Hour” available on Spotify.",174.59,2015-06-29,Duncan Trussell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#665 - Neal Brennan,"Neal Brennan is a stand-up comedian, actor, writer, director and producer. He is known for co-creating and co-writing ""Chappelle's Show"" with Dave Chappelle.",153.2,2015-06-25,Neal Brennan,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#663 - Dominic Monaghan,"Dominic Monaghan is an English actor, known for his role in ""The Lord of the Rings"" trilogy and on the tv show ""LOST"" He also has a wildlife documentary series called ""Wild Things with Dominic Monaghan"" which airs on the Travel Channel.",180.96,2015-06-22,Dominic Monaghan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - June 20, 2015","Joe is joined by Brendan Schaub, Bryan Callen, and Tony Hinchcliffe to watch the fights on June 20, 2015.",164.43,2015-06-20,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#662 - Vinny Shoreman,Vinny Shoreman is a mind coach and kickboxing & muay thai commentator and coach. http://www.vinnyshoreman.com/,121.84,2015-06-18,Vinny Shoreman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#661 - Rutledge Wood,Rutledge Wood is one of the hosts of Top Gear on History Channel. He also works as a reporter for NBCSports & NASCAR on NBC.,177.32,2015-06-17,Rutledge Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#660 - Jim Florentine,"Jim Florentine is a comedian known for hosting That Metal Show on VH1 as well as his own podcast called ""Comedy Metal Midgets.""",169.84,2015-06-15,Jim Florentine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#659 - Dean Delray,"Dean Delray is a stand up comedian. He has his own podcast called ""Let There Be Talk"".",176.06,2015-06-11,Dean Delray,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#658 - Greg Fitzsimmons,"Greg Fitzsimmons is a stand-up comedian. He also hosts his own podcast ""FitzDog Radio"" available on Spotify.",179.85,2015-06-10,Greg Fitzsimmons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#657 - Corey Knowlton,"Corey Knowlton is an international hunting expert, known recently for winning a $350,000 auction to kill a black rhino in Namibia. He is also known for working with hunter Jim Shockey on television shows ""The Professionals"" and ""Uncharted"".",147.88,2015-06-08,Corey Knowlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podcast from a Car #2,"This episode is only available as audio.  Joe and Cameron Hanes recorded a podcast in a car while returning from a recent hunting trip. Cameron Hanes is a bowhunting athlete, “training intensively each and every day to become the Ultimate Predator.”",73.51,2015-06-07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#656 - Bryan Callen,"Bryan Callen is an actor and stand-up comedian, and together with Brendan Schaub he also hosts ""The Fighter & The Kid"" podcast available on Spotify.  http://bryancallen.com",119.15,2015-06-06,Bryan Callen,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#655 - Kevin Folta,"Kevin Folta is a land-grant scientist exploring ways to make better food with less input, also learning and teaching how to effectively communicate science to the public. He is also a professor in and chairman of the Horticultural Sciences Department at the University of Florida, Gainesville.",179.56,2015-06-04,Kevin Folta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#654 - Rich Vos,"Rich Vos is a stand up comedian. He and his wife, Bonnie McFarlane, have a documentary ""Women Aren't Funny"" available now on iTunes.",149.01,2015-05-28,Rich Vos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#653 - Natasha Leggero,"Natasha Leggero is a comedian, known for her appearances on the Comedy Central Roasts of James Franco & Justin Bieber. Her new show ""Another Period"" premieres on Comedy Central June 23rd.",93.96,2015-05-27,Natasha Leggero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#652 - Ricky Schroder,"Ricky Schroder is an actor and film director. He debuted in the 1979 hit film The Champ, going on to become a child star on the sitcom Silver Spoons. His latest work is a docu-series called ""The Fighting Season"".",96.32,2015-05-25,Ricky Schroder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#651 - Jordan Gilbert (c9n0thing),"Jordan Gilbert is a professional gamer better known as ""c9n0thing"" on the internet. He is currently best known for playing Counter Strike: Global Offensive and can be seen streaming his gameplay at http://www.twitch.tv/n0thingTV",159.08,2015-05-21,Jordan Gilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#650 - Nick Curson,Nick Curson is a strength and conditioning coach known for working with UFC World Champion Rafael Dos Anjos and Russian boxer Ruslan Provodnikov. http://www.speedofsport.com/,148.94,2015-05-20,Nick Curson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#649 - Jonathan Gottschall,"Jonathan Gottschall is an American literary scholar specializing in literature and evolution. He teaches at Washington and Jefferson College in Pennsylvania and his latest book, The Professor in the Cage, is available now. http://jonathangottschall.com/",175.94,2015-05-18,Jonathan Gottschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - May 16, 2015 (Part 1)","Joe is joined by Aubrey Marcus, Eddie Bravo & Brendan Schaub to watch the fights on May 16, 2015.",165.3,2015-05-16,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - May 16, 2015 (Part 2)","Joe is joined by Aubrey Marcus, Eddie Bravo & Brendan Schaub to watch the fights on May 16, 2015.",49.19,2015-05-16,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#648 - Adam Scorgie,"Adam Scorgie is an independent filmmaker, most commonly known for his work on The Culture High, The Union: The Business Behind Getting High & Ice Guardians. http://www.theculturehigh.com/",179.77,2015-05-14,Adam Scorgie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#647 - Dom Irrera,"Dom Irrera is a stand up comedian, and also hosts his own podcast called ""Dom Irrera Live from The Laugh Factory"" available on Spotify. http://www.domirrera.com/",111.14,2015-05-13,Dom Irrera,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#646 - Dr. Dan Engle & Aubrey Marcus,"Dr. Dan Engle, MD is a practicing psychiatrist, board certified in psychiatry and neurology. Aubrey Marcus is writer, entrepreneur, and adventurer. Some of his writings and experiences can be found on his website, WarriorPoet.us, as well as links to his latest venture, Onnit Labs.",159.13,2015-05-11,Dan Engle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#645 - Joe Schilling,Joe Schilling is an American Muay Thai kickboxer and MMA fighter who competes in the super middleweight and light heavyweight divisions.,174.78,2015-05-07,Joe Schilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#644 - Brad WIlliams,"Brad Williams is an actor and stand-up comedian. Brad has a new special airing May 8 on Showtime called ""Brad Williams: Fun Size"" and he also hosts his own podcast called ""About Last Night.""",145.55,2015-05-06,Brad WIlliams,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#643 - ""Big"" Jay Oakerson","Big Jay Oakerson is a stand up comedian and he also hosts his own show ""Legion of Skanks Podcast"" available on Spotify. http://bigjaycomedy.com",178.65,2015-05-04,Jay Oakerson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#642 - Rich Roll,"Rich Roll is a plantpowered wellness advocate, bestselling author, ultra-athlete and host of ""The Rich Roll Podcast,"" available on Spotify. http://www.richroll.com/",173.69,2015-05-01,Rich Roll,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#641 - Sam Harris,"Sam Harris is a neuroscientist and author of the New York Times bestsellers, The End of Faith, Letter to a Christian Nation, and The Moral Landscape. His latest book ""Waking Up: A Guide to Spirituality without Religion"" is available now.",175.53,2015-04-29,Sam Harris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#639 - Greg Proops,"Greg Proops is a stand-up comedian, also well-known for his improv comedy on the show ""Whose Line is it Anyway?"". He currently hosts his own podcast called ""The Smartest Man In The World"", available on SPotify, and has a new book available in May 2015 called ""The Smartest Book In The World"".",128.8,2015-04-27,Greg Proops,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#638 - Aubrey de Grey,Aubrey de Grey is an English author and theoretician in the field of gerontology and the Chief Science Officer of the SENS Research Foundation. http://sens.org/,66.9,2015-04-22,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#637 - Remi Warren,"Remi Warren is a hunter, adventurer, and videographer. His new show ""Apex Predator"" is on the Sportsman Channel and available at http://apexpredator.tv",169.43,2015-04-22,Remi Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#636 - Bryan Callen,"Bryan Callen is an actor and stand-up comedian, and together with Brendan Schaub he also hosts ""The Fighter & The Kid"" podcast available on Spotify.  http://bryancallen.com",177.37,2015-04-20,Bryan Callen,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#634 - Abby Martin,"Abby Martin is an American journalist and former host of ""Breaking the Set"" for RT America. Check out her work at http://mediaroots.org",151.92,2015-04-15,Abby Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
#635 - Jim Norton,"Jim Norton is a stand-up comedian, radio personality, author, and actor. His latest special ""Contextually Inadequate"" debuts April 24 on Epix.",130.57,2015-04-15,Jim Norton,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#633 - Alex Winter,"Alex Winter is a filmmaker and actor known best as Bill S. Preston, Esquire, from the ""Bill & Ted's Excellent Adventure"" franchise. His latest film ""Deep Web"" tells ""the untold story of Bitcoin and The Silk Road"" and is available on May 31 on Epix. http://www.deepwebthemovie.com/",119.47,2015-04-13,Alex Winter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - April 11, 2015 (Part 1)","Joe is joined by Eddie Bravo & Brendan Schaub to watch the fights on April 11, 2015.",174.76,2015-04-11,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - April 11, 2015 (Part 2)","Joe is joined by Eddie Bravo & Brendan Schaub to watch the fights on April 11, 2015.",55.94,2015-04-11,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podcast from a Car,"This episode is only available as audio.  Joe and Bryan Callen recorded a podcast in a car while driving to a recent hunting trip. Bryan Callen is an actor and stand-up comedian. Together with Brendan Schaub he hosts ""The Fighter & The Kid"" podcast available on Spotify.",121.14,2015-04-10,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#632 - Les Stroud,"Les Stroud is a Canadian musician, filmmaker, and survival expert best known as the creator, writer, producer, director, cameraman and host of the television series Survivorman. New episodes of Surivorman begin airing on The Science Channel in April.",141.94,2015-04-03,Les Stroud,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podcast in a Swedish Hotel Room,"This episode is only available as audio.  Joe and Tony Hinchcliffe recorded a podcast a few weeks ago while in Sweden after doing two shows of comedy. Tony Hinchcliffe is a comedian, writer, and actor. He also hosts his own podcasts called “Kill Tony” with Redban, and it’s available on Spotify under ""Deathsquad"" and at http://Deathsquad.tv",139.44,2015-04-02,Swedish Hotel Room,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#631 - Josh Barnett,"Josh Barnett is an MMA fighter, currently fighting in the UFC Heavyweight division.",147.45,2015-03-27,Josh Barnett,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#629 - Andrew Hill, PhD","Andrew Hill, PhD, is a lecturer, scientist, explorer, and also the lead neuroscientist at TruBrain.",174.98,2015-03-24,Andrew Hill,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#630 - Duncan Trussell,"Duncan Trussell is a stand-up comedian, and host of his own podcast “The Duncan Trussell Family Hour” available on Spotify.",132.22,2015-03-24,Duncan Trussell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#628 - Garry Tonon & Eddie Bravo,"Garry Tonon is a World Champion jiu jitsu black belt. Eddie Bravo is a jiujitsu black belt, music producer, and author. He also hosts his own podcast called Eddie Bravo Radio. Garry will be competeing at Eddie Bravo Invitational: EBI3 on March 22, 2015 with more info & PPV access available @ www.eddiebravoinvitational.com",179.74,2015-03-21,Garry Tonon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#627 - Joey Diaz,Joey “CoCo” Diaz is a Cuban-American stand up comedian and actor. Joey also hosts his own podcast called “The Church of What’s Happening Now” available on Spotify. http://www.joeydiaz.net  http://podcasts.joerogan.net,175.03,2015-03-18,Joey Diaz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#626 - Trevor Moore,"Trevor Moore is a actor, comedian, writer, director, producer and musician, best known as the founding member of the comedy troupe The Whitest Kids U' Know. His latest special ""High on Church"" is available now at trevormoore.comedydirect.com",179.84,2015-03-17,Trevor Moore,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#625 - Steve Maxwell,"Steve Maxwell is an American fitness coach, physical educator, and Brazilian Jiu-Jitsu instructor. He was named one of the top 100 trainers in the USA by Men’s Journal.",126.95,2015-03-16,Steve Maxwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#624 - Tom Segura,"Tom Segura is a stand-up comedian, and hosts his own podcast with his wife, Christina Pazsitzky called ""Your Mom's House"" available on Spotify.",155.13,2015-03-10,Tom Segura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#623 - Ari Shaffir,"Ari Shaffir is a stand-up comedian and hosts his own podcasts “Ari Shaffir’s Skeptic Tank” available on Spotify. He also has a special premiering on Comedy Central, March 13th, 2015 at 11:59pm called ""Passive Aggressive"".",137.68,2015-03-09,Ari Shaffir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#622 - Adam Carolla,"Adam Carolla is a comedian, radio personality, television host and actor. Check out his new movie ""Road Hard"" at roadhardmovie.com  http://podcasts.joerogan.net/",84.45,2015-03-09,Adam Carolla,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#621 - Aubrey Marcus,"Aubrey Marcus is writer, entrepreneur, and adventurer. Some of his writings and experiences can be found on his website as well as links to his latest venture, Onnit Labs.",163.79,2015-03-07,Aubrey Marcus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#620 - Bert Kreischer,"Bert Kreischer is a stand-up comedian, actor and reality television host. Check out his book ""Life of the Party"" on Amazon and his podcast ""Bertcast"" available on Spotify.",173.46,2015-03-04,Bert Kreischer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#619 - Bryan Callen & Brendan Schaub,"Bryan Callen is an actor and stand-up comedian. Brendan Schaub is a mixed martial artist and also a former college & pro football player. Together they host ""The Fighter & The Kid"" podcast available on Spotify.",178.92,2015-03-03,Bryan Callen,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#617 - Brian Regan,"Brian Regan is one of the top stand-up comedians working today, find him touring all over the country at http://BrianRegan.com",133.95,2015-02-25,Brian Regan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#618 - Artie Lange,"Artie Lange is an actor, writer, comedian, radio personality, and author. He recently started his own podcast available at http://ArtieQuitter.com",86.89,2015-02-25,Artie Lange,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#616 - John Wayne Parr,"John Wayne Parr is an Australian middleweight kickboxer and boxer, fighting out of Boonchu Gym in Gold Coast, Queensland. He is a 10-time World Champion in Muay Thai and runner up in The Contender Asia.",168.44,2015-02-23,John Wayne Parr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fight Companion - February 22, 2015","Joe is joined by Eddie Bravo, John Wayne Parr, Brendan Schaub & Bryan Callen to watch the fights on February 22, 2015.",188.61,2015-02-22,Fight Companion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#614 - Christopher Ryan, PhD","Christopher Ryan, PhD is a psychologist, speaker, and author of New York Times best seller ""Sex At Dawn"" - http://chrisryanphd.com/  http://podcasts.joerogan.net",120.54,2015-02-19,Christopher Ryan,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#615 - Greg Fitzsimmons,"Greg Fitzsimmons is a stand-up comedian. He also hosts his own podcast ""FitzDog Radio"" available on Spotify.",175.99,2015-02-19,Greg Fitzsimmons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#613 - Ms. Pat,"Ms. Pat is a stand-up comedienne, and will have a story featured on an upcoming episode of ""This Is Not Happening"" on Comedy Central airing Thursday night at 12:30am.",148.38,2015-02-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
