title,description,duration_seconds,release_date,guest,comedian,comedian_sub,comic,comic_sub,phd,phd_sub,actor,actor_sub,writer,writer_sub,author,author_sub,ufc,ufc_sub,musician,musician_sub,artist,artist_sub,founder,founder_sub,youtuber,youtuber_sub,podcast,podcast_sub,ceo,ceo_sub,philanthropist,philanthropist_sub,singer/songwriter,singer/songwriter_sub,screenwriter,screenwriter_sub,scientist,scientist_sub,co-host,co-host_sub,journalist,journalist_sub,entrepreneur,entrepreneur_sub,astrophysicist,astrophysicist_sub,politician,politician_sub,pilot,pilot_sub
#1807 - Douglas Murray,"Douglas Murray is a political commentator, journalist, and author of numerous books, the most recent of which is ""The War on the West: How to Prevail in the Age of Unreason.""",177.8,2022-04-22,Douglas Murray,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JRE MMA Show #122 with Jake Shields,"Joe sits down with Jake Shields: a veteran mixed martial artist and grappler who competed for multiple organizations, among them the UFC, PFL, and Strikeforce.",190.44,2022-04-19,Jake Shields,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1806 - Duncan Trussell,"Duncan Trussell is a stand-up comedian, writer, actor, and host of the ""Duncan Trussell Family Hour"" podcast. http://www.duncantrussell.com/",183.27,2022-04-16,Duncan Trussell,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1805 - Mike Tyson,Mike Tyson is the former undisputed heavyweight boxing champion of the world and host of the “Hotboxin’ with Mike Tyson” podcast.  http://www.miketyson.com/ http://www.hotboxinpodcast.com/,214.03,2022-04-15,Mike Tyson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #121 with Bobby Green,"Joe is joined by Bobby Green, a mixed martial artist currently competing in the Lightweight division for the UFC.",230.23,2022-04-13,Bobby Green,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1804 - Bill Maher,"Bill Maher is a comedian, political commentator, the host of HBO's ""Real Time with Maher"" and his own podcast, ""Club Random."" His new special ""#Adulting"" is available April 15 on HBOMax. http://www.billmaher.com/videos/club-random-videos/",143.67,2022-04-12,Bill Maher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1803 - Greg Fitzsimmons,"Greg Fitzsimmons is a stand-up comedian, actor, and writer. He's also the host of ""Fitzdog Radio"" podcast and co-hosts the podcasts ""Sunday Papers"" with Mike Gibbons, and ""Childish"" with Alison Rosen.",218.11,2022-04-08,Greg Fitzsimmons,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1802 - Protect Our Parks 3,"Shane Gillis, Mark Normand, and Ari Shaffir are stand-up comedians, writers, and podcasters. Shane is the co-host of ""Matt and Shane's Secret Podcast"" with Matt McCusker.. His special ""Shane Gillis: Live in Austin,"" is available via YouTube. Mark is the co-host of ""Tuesdays with Stories"" along with Joe List. His latest special, ""Mark Normand: Out to Lunch,"" is available via YouTube. Ari is the host of ""The Skeptic Tank."" His most recent special, ""Ari Shaffir: Double Negative,"" is available via Netflix.",258.15,2022-04-07,Protect Our Parks,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #120 with Jim Miller,"Joe is joined by mixed martial artist Jim Miller: a competitor in the UFC lightweight division and the host of his own program, ""The Jim Miller Podcast.""",143.71,2022-04-06,Jim Miller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1801 - David Mamet,"David Mamet is a playwright, screenwriter, director, and author. He has won a Pulitzer prize and received Tony nominations for his plays, ""Glengarry Glen Ross"" and ""Speed-the-Plow."" His screenwriting credits include ""The Verdict"" and ""The Untouchables."" His latest book, ""Recessional: The Death of Free Speech and the Cost of a Free Lunch,"" is available now.",177.84,2022-04-05,David Mamet,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1800 - Gavin de Becker,"Gavin de Becker is a leading authority on the prediction and management of violence. A three-time presidential appointee, he and his firm Gavin de Becker and Associates have provided protection, investigation, and threat assessment services for numerous high profile individuals and organizations.",171.97,2022-04-01,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1799 - Yannis Pappas,"Yannis Pappas is a stand-up comedian, actor, and writer. He's also the host of the ""Long Days with Yanni"" podcast. Watch his special, ""Blowing The Light,"" now available on YouTube.",194.31,2022-03-31,Yannis Pappas,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1798 - Michael Shellenberger,"Michael Shellenberger is an author, president of the non-profit research group Environmental Progress, and a candidate for the governorship of California. His most recent book, ""San Fransicko: Why Progressives Ruin Cities,"" is available now.",159.38,2022-03-30,Michael Shellenberger,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1797 - Josh Barnett,"Josh Barnett is a mixed martial artist, professional wrestler, color commentator, and host of ""Josh Barnett's Bloodsport.""",187.33,2022-03-29,Josh Barnett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1796 - Ali Siddiq,"Ali Siddiq is a stand-up comedian, writer, and community advocate. His most recent special is ""Ali Siddiq: It's Bigger Than These Bars,"" filmed live at Bell County Jail in Texas.",214.78,2022-03-24,Ali Siddiq,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1795 - Antonio Garcia Martinez,"Antonio García Martínez is a tech entrepreneur, writer, former Facebook product manager, and author of ""Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley.""",169.29,2022-03-23,Antonio Garcia Martinez,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#1794 - Monty Franklin,"Monty Franklin is a stand-up comedian, actor, writer, and television personality.",207.44,2022-03-22,Monty Franklin,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1793 - Mike Baker,"Mike Baker is a former CIA covert operations officer and current CEO of Portman Square Group, a global intelligence firm. He's also the host of ""Black Files Declassified"" on Discovery+ and the Science Channel.",171.56,2022-03-19,Mike Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1792 - Daryl Davis & Bill Ottman,"Daryl Davis is a musician, activist, and author of ""Klan-Destine Relationships: A Black Man's Odyssey in the Ku Klux Klan."" Bill Ottman is an Internet entrepreneur, free speech activist, and CEO of Minds, a blockchain based social network. Davis and Ottman have launched #ChangeMinds: a new deradicalization initiative based upon the idea that deplatforming actually intensifies extremism.",114.24,2022-03-15,Daryl Davis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
#1791 - Sadhguru,"Sadhguru is a yogi, mystic and visionary. Named one of India’s 50 most influential people, and recipient of 3 presidential awards, Sadhguru has touched the lives of millions worldwide through his transformational programs.  An internationally renowned speaker and author of the New York Times bestsellers ""Inner Engineering"" and ""Karma,"" Sadhguru has been an influential voice at major global forums like the United Nations and the World Economic Forum, addressing issues as diverse as socioeconomic development, leadership and spirituality. He established Isha Foundation, a non-profit, volunteer-run organization supported by over 16 million volunteers worldwide, and has initiated several projects for social revitalization, education and the environment.",170.36,2022-03-14,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1790 - Nims Purja,"Nims is the multi world record breaking mountaineer who climbed all 14 of the world’s ‘Death Zone’ peaks over 8,000m in just 6 months and 6 days. He was part of the first winter ascent of the ‘Savage Mountain’ K2. His film, ""14 Peaks: Nothing Is Impossible,"" is out now on Netflix, as is his best-selling book, ""Beyond Possible."" Nims is a UNEP Mountain Advocate and founder of the Nimsdai Foundation.",130.11,2022-03-09,Nims Purja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1789 - Tom Papa,"Comedian and writer Tom Papa is the host of the popular podcast ""Breaking Bread with Tom Papa"", and the co-host, along with Fortune Feimster, of the Netflix radio program ""What a Joke with Papa and Fortune."" It can be heard daily on Sirius XM.",189.04,2022-03-08,Tom Papa,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1788 - Mr. Beast,"Jimmy ""MrBeast"" Donaldson is an internet personality, businessman, and philanthropist. He operates several popular YouTube channels, a delivery based fast food restaurant, MrBeast Burger, and two philanthropic programs: Beast Philanthropy, and Team Trees.",152.55,2022-03-07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #119 with Michael Bisping,"Joe is joined by retired former UFC Middleweight Champion turned fight analyst and color commentator, Michael Bisping. Look for the documentary ""Bisping: The Michael Bisping Story"" on March 22.",186.65,2022-03-04,Michael Bisping,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1787 - Dakota Meyer,"Dakota Meyer is a retired United States Marine, veteran of the War in Afghanistan, and Medal of Honor recipient. He is co-author, with Robert O'Neill, of ""The Way Forward: Master Life's Toughest Battles and Create Your Lasting Legacy.""",182.49,2022-03-02,Dakota Meyer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1786 - Freddie Gibbs & Brian Moses,"Freddie Gibbs is a rapper, founder of the ESGN music label, and 2020 Grammy Award Nominee. Brian Moses is a comedian, writer, creator, producer and host of Roast Battle.",217.45,2022-03-01,Freddie Gibbs,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1785 - Earthquake,"Earthquake is a standup comedian, actor, and radio personality. He's the host of ""Quakeshouse"" on SiriusXM and Kevin Hart's Laugh Out Loud Network. Look for his Netflix comedy special, ""Earthquake: Legendary,"" on February 28.",126.86,2022-02-26,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1784 - Diana Rodgers & Robb Wolf,"Diana Rodgers is a registered dietitian, nutritionist, and host of the ""Sustainable Dish"" podcast. Robb Wolf is a former research biochemist, author, and co-host of ""The Healthy Rebellion"" radio podcast, alongside his wife Nicki Violetti. They are the co-authors of ""Sacred Cow: The Case for (Better) Meat,""  a companion book to the documentary of the same name",177.22,2022-02-25,Diana Rodgers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1783 - Ben Burgis,"Ben Burgis is a columnist for Jacobin Magazine, an adjunct philosophy professor at Morehouse College, and the host of the podcast and YouTube show “Give Them An Argument.” He's the author of several books including “Christopher Hitchens: What He Got Right, How He Went Wrong, and Why He Still Matters” and “Canceling Comedians While the World Burns: A Critique of the Contemporary Left.”",168.53,2022-02-24,Ben Burgis,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1782 - Daniel Holzman,"Daniel Holzman is the chef and restaurateur behind New York City's The Meatball Shop and Danny Boy's Famous Original Pizza in Los Angeles. His new book, ""Food IQ: 100 Questions, Answers, and Recipes to Raise Your Cooking Smarts,"" is available now.",171.85,2022-02-22,Daniel Holzman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1781 - Coleman Hughes,"Coleman Hughes is a writer and opinion columnist who specializes in issues related to race, public policy, and applied ethics. He's also the host of the ""Conversations with Coleman"" podcast.",191.81,2022-02-21,Coleman Hughes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1780 - Maajid Nawaz,"Maajid Nawaz is a former Islamist turned counter-extremism activist, author of multiple books, and public speaker.",185.35,2022-02-19,Maajid Nawaz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1779 - Michael Osterholm,"Dr. Michael Osterholm is an expert in infectious disease epidemiology, professor, and director of the Center for Infectious Disease Research and Policy. He's also the host of ""The Osterholm Update: COVID-19"" podcast, and author of multiple books, including ""Deadliest Enemy: Our War Against Killer Germs.""",148.73,2022-02-18,Michael Osterholm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1778 - Joey Diaz,"Joey Diaz is a stand-up comedian, actor, and host of the podcast ""Uncle Joey's Joint.""",217.26,2022-02-17,Joey Diaz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1777 - Andrew Dessler,"Andrew Dessler is a climate scientist and professor of Atmospheric Sciences at Texas A&M University. He served as a Senior Policy Analyst in the White House Office of Science and Technology Policy under President Bill Clinton, and is a Google Science Communication Fellow. Dessler is also the author of several books, among them the award-winning ""Introduction to Modern Climate Change.""",132.09,2022-02-16,Andrew Dessler,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#1776 - Steven E. Koonin,"Steven E. Koonin is a theoretical physicist, professor, former Chief Scientist for the BP petroleum company, and former Under Secretary for Science  at the U.S. Department of Energy under the Obama administration. He's also the author of ""Unsettled: What Climate Science Tells Us, What It Doesn't, and Why It Matters.""",123.27,2022-02-11,Steven E. Koonin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#1775 - Dave Smith,"Dave Smith is a stand-up comedian and political commentator. He is also the host of the ""Part of the Problem"" podcast, and co-host of the ""Legion of Skanks"" podcast.",174.14,2022-02-10,Dave Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1774 - Josh Dubin,Josh Dubin is a criminal justice reform advocate and civil rights attorney.,176.54,2022-02-09,Josh Dubin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1773 - Akaash Singh,"Akaash Singh is a stand-up comedian, podcaster, and actor. You can hear him along with Andrew Schulz on the ""Flagrant 2"" podcast, and watch his new special, ""Bring Back Apu,"" available now on YouTube.",201.36,2022-02-08,Akaash Singh,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1772 - Randall Carlson,"Randall Carlson is a master builder and architectural designer, scholar, and teacher. His podcast, ""Kosmographia,"" investigates the catastrophic history of the world and evidence for advanced knowledge in earlier cultures.",185.75,2022-02-05,Randall Carlson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1771 - Andy Stumpf,"Andy Stumpf is a retired Navy SEAL, record-setting wingsuit pilot, BASE jumper, public speaker, and host of the popular podcast ""Cleared Hot.""",182.55,2022-02-03,Andy Stumpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hello Friends,Joe's thoughts,9.72,2022-01-31,Hello Friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRE MMA Show #118 with Julianna Peña,Joe sits down with UFC Women's Bantamweight Champion Juliana Peña.,153.88,2022-01-27,Julianna Pe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1770 - Valentine Thomas,"Valentine Thomas is a former attorney and financier turned free-diver, spear-fisher, chef, and author.",153.6,2022-01-26,Valentine Thomas,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1769 - Jordan Peterson,"Jordan Peterson is a clinical psychologist and the author of several best-selling books, among them ""12 Rules for Life: An Antidote to Chaos,"" and ""Beyond Order: 12 More Rules for Life.""",253.03,2022-01-25,Jordan Peterson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1768 - Dr. Robert Epstein,"Dr. Robert Epstein is an author, professor, and Senior Research Psychologist at American Institute for Behavioral Research and Technology: a non-profit, non-partisan organization that offers data regarding the power of Google and other Big Tech companies to censor dissenting opinions online and sway the outcome of elections.",161.94,2022-01-21,Robert Epstein,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1767 - James Lindsay,"James Lindsay is an author, mathematician, podcaster, and founder of New Discourses: an online resource for educating the public on the dangers of the ""Critical Social Justice"" movement. His latest book, co-authored with Charles Pincourt, is ""Counter Wokecraft: A Field Manual for Combatting the Woke in the University and Beyond.""",192.34,2022-01-20,James Lindsay,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1766 - Ben Patrick,"Ben Patrick, known online as ""the Knees Over Toes Guy,"" is a coach and owner of ATG: an online personal training program for strengthening knees and developing full body fitness. His new book, ""ATG for Life,"" is available now.",118.76,2022-01-19,Ben Patrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1765 - Phillip Frankland Lee,"Phillip Frankland Lee is a restaurateur and chef. He is also the co-owner, along with his wife Margarita Kallas-Lee, of Scratch Restaurants Group: the entity behind several popular Los Angeles and Austin restaurants.",162.27,2022-01-18,Phillip Frankland Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#1764 - Ari Shaffir, Shane Gillis & Mark Normand","Shane Gillis, Mark Normand, and Ari Shaffir are standup comedians, writers, and podcasters. Mark is the co-host of ""Tuesdays with Stories"" along with Joe List. His latest special, ""Mark Normand: Out to Lunch,"" is available via YouTube. Ari is the host of ""The Skeptic Tank."" His most recent special, ""Ari Shaffir: Double Negative,"" is available via Netflix. Shane is the co-host of ""Matt and Shane's Secret Podcast"" with Matt McCusker. His special ""Shane Gillis: Live in Austin,"" is available via YouTube.",216.07,2022-01-14,Ari Shaffir,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
#1763 - General H.R. McMaster,"General H.R. McMaster is a retired United States Army lieutenant general who served as the 26th United States National Security Advisor from 2017 to 2018. He is also known for his roles in the Gulf War, Operation Enduring Freedom, and Operation Iraqi Freedom and is currently a senior fellow at the Hoover Institution at Stanford University.  His books, ""Battlegrounds"" and ""Dereliction of Duty"" are bestsellers. He is host of the podcast ""Battlegrounds: International Perspectives"" and a regular on the podcast ""Goodfellows.""",168.26,2022-01-13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1762 - Josh Szeps,"Josh Szeps is a broadcaster who hosts ""Afternoons with Josh Szeps"" on ABC Radio. His podcast is Uncomfortable Conversations with Josh Szeps.",185.25,2022-01-12,Josh Szeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1761 - Jim Gaffigan,"Jim Gaffigan is a standup comedian, author, and actor. His new special, ""Comedy Monster,"" is now streaming on Netflix.",178.72,2022-01-11,Jim Gaffigan,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1760 - Adam Curry,"Adam Curry is an internet entrepreneur, former MTV VJ, and podcasting pioneer. He is the co-host, along with John C. Dvorak, of the ""No Agenda"" podcast.",188.26,2022-01-08,Adam Curry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
#1759 - Oliver Stone,"Oliver Stone is a film director, producer, and screenwriter whose credits include ""Platoon,"" ""JFK,"" and ""Wall Street."" His new documentary, ""JFK Revisited: Through the Looking Glass,"" is currently available on SHOWTIME.",104.57,2022-01-05,Oliver Stone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1758 - Carrot Top,"Scott ""Carrot Top"" Thompson is a standup comedian, television personality, and actor currently in residence at the Las Vegas Luxor Hotel and Casino.",146.6,2022-01-04,Carrot Top,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#1757 - Dr. Robert Malone, MD","Dr. Robert Malone is the inventor of the nine original mRNA vaccine patents, which were originally filed in 1989 (including both the idea of mRNA vaccines and the original proof of principle experiments) and RNA transfection. Dr. Malone, has close to 100 peer-reviewed publications which have been cited over 12,000 times. Since January 2020, Dr. Malone has been leading a large team focused on clinical research design, drug development, computer modeling and mechanisms of action of repurposed drugs for the treatment of COVID-19. Dr. Malone is the Medical Director of The Unity Project, a group of 300 organizations across the US standing against mandated COVID vaccines for children. He is also the President of the Global Covid Summit, an organization of over 16,000 doctors and scientists committed to speaking truth to power about COVID pandemic research and treatment.",186.29,2021-12-31,Robert Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#1756 - John Abramson,"John Abramson, MD, is a Harvard Medical School Lecturer, national drug litigation expert, and author. His new book, ""Sickening: How Big Pharma Broke American Health Care and How We Can Repair It,"" will be available on February 8.",149.57,2021-12-30,John Abramson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1755 - Tony Woods,"Tony Woods is a veteran standup comedian and comedy writer. An original member of Russell Simmons' Def Comedy Jam, Woods was cited as a major influence by Dave Chappelle.",126.92,2021-12-29,Tony Woods,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1754 - Suzanne Santo,"Suzanne Santo is an actress, model, and singer-songwriter. Her latest album, ""Yard Sale,"" is available now.",208.26,2021-12-28,Suzanne Santo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1753 - Brian Redban,Brian Redban is a comedian and the founder of the Deathsquad podcast network. ,186.9,2021-12-24,Brian Redban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1752 - Tim Dillon,Tim Dillon is a stand up comedian and CEO of Fake Business. His podcast “The Tim Dillon Show” is available on Spotify.,170.41,2021-12-24,Tim Dillon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
